text,badge_color,prob_toxic,prob_severe_toxic,prob_obscene,prob_threat,prob_insult,prob_identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate
"OP, you very well could have a low pain tolerance but that does not excuse your doctor’s dismissiveness of your pain.

Everyone handles things like this differently. 

I had to have a LEEP procedure in the time between my 1st and 2nd IUD. Because of this I have some scar tissue on my cervix and it would not open for my second IUD insertion. My doctor had to use a device to dilate my cervix enough to open it and place the IUD. 

I had never felt pain like that until I had my child a couple months ago. I wasn’t expecting it to hurt like that so I went in raw with no pain management and I do not recommend that. I have a high pain tolerance and I basically tried to talk my way through it (I let out a loud “holy fucking shit” after the 5th and final attempt to place my IUD), but I would not wish that pain on anyone.

If my doctor had treated me the way yours did I would never have gone back to her. You deserve better!",green,0.016126416623592377,0.00011388886923668906,0.0008235092391259968,0.00025287363678216934,0.0007758108549751341,0.0002587790077086538,0,0,0,0,0,0
"This. My GP is very, very good at talking me through painful procedures. She walks me through when to breathe in and out, and whenever we're at the most painful and uncomfortable part, she says stuff like ""I know this is really horrible but you're doing great and we're almost done."" 

Even the validation that it really does suck goes a long way.",green,0.10594116896390915,0.0007259895210154355,0.056560780853033066,0.0005019452073611319,0.003456997685134411,0.00039515571552328765,0,0,0,0,0,0
"Oh Hell no!  My daughters gyn TOLD HER to expect the pain, especially since she had never been pregnant.  She had 2, they told her it was okay to yell and swear!",red,0.5612253546714783,0.0018275394104421139,0.14928406476974487,0.0015572966076433659,0.013823424465954304,0.0010870860423892736,1,0,0,0,0,0
I don't understand why they can't give anything for the pain. Why should it be painful,green,0.005508662201464176,0.0001129654046962969,0.0002941477869171649,0.00016164132102858275,0.00028245383873581886,0.0002601727901492268,0,0,0,0,0,0
"I was given cervical softeners _and_ a Novocaine shot before my insertion.

I didn't even have to ask, it was just standard procedure.

I was also given some hydrocodone afterwards.

It still hurt like a bitch. They also had to do it twice because the first failed to deploy.

I can't imagine what it would've been like without that.",green,0.1114046648144722,0.0015394686488434672,0.17711800336837769,0.0007017221651040018,0.010064257308840752,0.0008476319490000606,0,0,0,0,0,0
This should be standard procedure and I think it’s barbaric that it’s not ,green,0.0030432064086198807,9.276016498915851e-05,0.00023450737353414297,0.00011611494119279087,0.00023317629529628903,0.0001964072580449283,0,0,0,0,0,0
"Somewhat ironically, this was at a Catholic hospital, too.",green,0.0006609877455048263,0.00012374005746096373,0.00018256198382005095,0.00011843361426144838,0.00018360976537223905,0.00015185670054052025,0,0,0,0,0,0
"Oh wow, not the place I’d expect to have good birth control handling!",green,0.05457700416445732,0.00025445170467719436,0.00509758060798049,0.00028756874962709844,0.0011725197546184063,0.0003212306764908135,0,0,0,0,0,0
They can. It's recommended.  OP's GYN decided not to.,green,0.002547260606661439,9.304828563472256e-05,0.0003307758888695389,9.584195504430681e-05,0.00023552401398774236,0.00014996361278463155,0,0,0,0,0,0
"To punish you for wanting to have sex and not get pregnant, is my guess. Conscious or subconscious moralizing.",red,0.5011709928512573,0.0009031360968947411,0.03183550015091896,0.001763093750923872,0.0089980224147439,0.002032163552939892,1,0,0,0,0,0
"The fact that people aren't given local anesthesia for IUD insertion is barbaric. 

I was able to handle mine, I did yell for a second because it was a very sudden and intense pain, but was able to recover pretty quickly, I didn't cry and was able to walk out of the doctor's office and drive myself home.  But that single moment of pain - I can see why people aren't able to tolerate that and are traumatized.",green,0.0012464196188375354,0.00011039569653803483,0.00021540571469813585,0.00011649466614471748,0.0002022082917392254,0.00015587783127557486,0,0,0,0,0,0
"Sorry-- not that it needs to happen, or would ever happen (the girlie bits went merrily into the flames of Perdition decades ago), but if someone ever told me to ""expect"" unnecessary, avoidable pain before a procedure, I would tell them ""Fine. Okay. Then the nicest thing *you* can expect afterward is to wake up with two broken arms and your head embedded in a wall. Cool?"" My dad managed something to that effect when anesthesia failed to take effect when he had surgery as a Marine during WWII; I'm pretty sure I could give it a decent shot.",green,0.025090839713811874,0.00013573080650530756,0.0011323613580316305,0.0004999189986847341,0.0013378303265199065,0.00036280753556638956,0,0,0,0,0,0
"2 months later, with a fake name, leave a bad review.",green,0.0011047228472307324,9.911434608511627e-05,0.00017268727242480963,0.00011143375741085038,0.00019596466154325753,0.00014073149941395968,0,0,0,0,0,0
With exactly those quotes. “We need you to calm down. You have a low pain tolerance and you’re making this harder than it needs to be.”,green,0.08966896682977676,0.00014990984345786273,0.0015143826603889465,0.0005016053328290582,0.0043039177544415,0.0004627475864253938,0,0,0,0,0,0
"This sounds more like something a um, criminal who does sexual abuse would say than a healthcare provider.",green,0.054021500051021576,0.00021945542539469898,0.002585415495559573,0.00025557770277373493,0.0019766553305089474,0.0007025636732578278,0,0,0,0,0,0
Now that you pointed it out there are strong “just relax and enjoy it” vibes.,green,0.0005336491158232093,0.00014117166574578732,0.00019495883316267282,0.00013663407298736274,0.0001781980536179617,0.00014887354336678982,0,0,0,0,0,0
"And file a complaint with the medical board for shaming you & comparing you to other patients when she was not even following [ACOG Guidelines:](https://www.acog.org/news/news-releases/2025/05/acog-releases-new-recommendations-on-pain-management-for-iud-insertions-other-in-office-gynecologic-procedures)


""The guidance recommends clinicians offer local anesthetics for IUD insertions, such as lidocaine spray, lidocaine-prilocaine cream, and paracervical block.""


[And a 2nd ACOG source.](https://www.acog.org/clinical/clinical-guidance/clinical-consensus/articles/2025/05/pain-management-for-in-office-uterine-and-cervical-procedures)",green,0.0040114629082381725,9.487698844168335e-05,0.00031852323445491493,0.00015439929848071188,0.00029600647394545376,0.0001840402401285246,0,0,0,0,0,0
💯💯💯💯💯💯,green,0.005230684764683247,0.00010386233770987019,0.00037949145189486444,0.00011249682574998587,0.0002816009509842843,0.00017145051970146596,0,0,0,0,0,0
"And yet very few gynecologists will give you ANYTHING for the pain. 😡 I’ve had two IUD insertions, my first doctor prescribed me extra strength ibuprofen (which barely did anything), and the second made it very clear they don’t offer anything “because it doesn’t help anyway”. 

I spoke to 3 different offices before my second insertion, all of them said it’s not “common practice” to offer pain management. 

I yelped like a dog when you step on its tail during my second one, and all I could do was lay there whimpering and tearing up for a good 20 minutes before I could even try to sit up.",green,0.04249181970953941,0.00020552906789816916,0.0019133222522214055,0.0005811420851387084,0.0017150382045656443,0.0006043190369382501,0,0,0,0,0,0
"Tf do they mean, it doesn't help anyway??? The cervix is not some magical vortex where pain medication ceases to function, what the actual fuck.

But yeah, adding my voice to the chorus of having had an awful time for mine. I totally believed them when they said it would be no big deal, had plans to go to a museum that afternoon and work in the evening. FUCK no. I had to skip the museum because I couldn't fkn walk, attempted to rally for work but I only lasted an hour, spent the entire time doubled over in pain until they told me to go home. 

I don't understand how downplaying it so severely seems to be the standard.",red,0.7864604592323303,0.011389406397938728,0.777125358581543,0.0015369876055046916,0.05050629377365112,0.001889022416435182,1,0,1,0,0,0
"I will take nothing less than twilight sedation and a controlled substance for anyone to get near my vagina in a medical capacity. 

But also, yeeting the cervix and uterus were the best things I ever did.",yellow,0.3539847731590271,0.0020945887081325054,0.17495958507061005,0.0015758570516481996,0.012508952058851719,0.0022572705056518316,0,0,0,0,0,0
"Honestly, yes. Reviews are one of the few ways to hold providers accountable for minimizing women’s pain. No one should go through that.",green,0.052344415336847305,0.00021380334510467947,0.0015333411283791065,0.0004515552718658,0.0012931592063978314,0.0017356722382828593,0,0,0,0,0,0
Why a fake name? Leave a real review,green,0.0026109893806278706,8.624037582194433e-05,0.00020319125906098634,0.00011632306996034458,0.00023339182371273637,0.00016604954726062715,0,0,0,0,0,0
"Yeah there's no reason to wait or use a fake name. What are they going to do?


I was treated like this after my last IUD removal and insertion and I left a detailed review and their behavior and my disappointment that a women's clinic staffed by women treated me so poorly. I asked for numbing or something for the pain and they refused. I took ibuprofen beforehand and when I was bleeding and almost passed out on the table they gave me an alcohol wipe to sniff. We need to stand up to these cruel ""professionals"" and stop letting them gaslight us and continue to perpetuate lies that we don't have nerves in our reproductive organs.",green,0.03086734376847744,0.00022493219876196235,0.0018618744798004627,0.00047864732914604247,0.0010048594558611512,0.0006293427431955934,0,0,0,0,0,0
And please report them! We need to get these horrible doctors out until they learn some empathy.,green,0.040851935744285583,0.00025250166072510183,0.0005687056691385806,0.0011691638501361012,0.0013962934026494622,0.0011740117333829403,0,0,0,0,0,0
and you should report this one to their management. I put a complaint in about a doctor that was a real tool when I asked about birth control. I got a nice letter of apology at least. Don't let these doctors get away with stuff like this.,green,0.010936331935226917,9.992497507482767e-05,0.0005695264553651214,0.0001660394191276282,0.0005144429742358625,0.00022412683756556362,0,0,0,0,0,0
"And A. Call the clinic and file a complaint and B. Put a review somewhere online. Doctors who minimize pain or do procedures in a painful way need to be documented so others can avoid them. 

I really hope you feel better, what this lady did is similar to generational trauma. Woman’s pain has been minimized for so long we do it to each other now. I saw a whole thread of women telling each other sex is supposed to be uncomfortable the first dozen times and that is completely untrue. If your partner preps correctly there’s only a single moment of pain the first time. 

Do not minimize what this lady did. We have to break the cycle and it’s up to us! Our mothers are passing on wrong knowledge from colonial culture. 

Finally, I’m sorry girl. I hear this so often.",green,0.008685710839927197,0.00010574068437563255,0.00047081292723305523,0.00019775534747168422,0.000438714399933815,0.00026077451184391975,0,0,0,0,0,0
"I had two IUDs inserted pre-kids and it was awful. The one I got inserted post kids wasn't unbearable, but it did still hurt.

I'm going to tell you a story of when my kids were born. When my first was born, I tore internally. A lot. I lost a lot of blood and was rushed to emergency surgery. I had a lot of stitches. After a couple of weeks, I got an infection. I went to the doctor repeatedly for relief. I got some mild painkillers and was told I had a low pain tolerance and was referred to a therapist. I felt like such a wimp. It was awful. I wondered how other women managed to carry on after their kids were born when I couldn't. I barely left the house for two months because I was in so much pain.

When my second was born, things went the way they're supposed to, though I was expecting the worst. I was up and about a few hours after she was born, whereas the first time around I was still in surgery. Two days later I took my kids to the park. Five days postpartum we took an out-of-town trip to a petting zoo. I was a bit uncomfortable, but I was okay. It felt good to be up and moving around. 

Having my second child was so healing because I realized I wasn't being a wimp the first time. It really was awful, and I was dismissed when I was rightfully struggling. Doctors can do awful things to us and tell us we're the problem. We're not.",green,0.004593126475811005,0.00015265402907971293,0.000857663166243583,0.00018359997193329036,0.00038038971251808107,0.00020125000446569175,0,0,0,0,0,0
I'm so sorry your first birth was that painful!,red,0.5230767726898193,0.0012683813693001866,0.011431420221924782,0.01489600446075201,0.03273390606045723,0.0037826390471309423,1,0,0,0,0,0
"I also had a similar experience. Horrible delivery for the first, lots of tearing, emergency surgery, need a donut for months just to sit. I was so traumatized by that recovery time I was so nervous for my second, didn't know if I could handle the recovery and was upset that all my friends made the recovery look so easy. I was a marine too so very worried about getting back into shape and recovering in time, all the women I worked with had easier recoveries and I felt so weak. Then I had my second and was up walking around right after like it was nothing. First poop wasn't even a quarter of the nightmare 🤣 I felt fine, it finally made sense how all my friends were recovering well. I was out walking the French quarter a week later to celebrate, it was definitely so comforting that know that it was NOT JUST ME, that shit was just really painful.",green,0.003738450352102518,0.00010689184273360297,0.0005097396788187325,0.00010505633690627292,0.0003028154605999589,0.000160251249326393,0,0,0,0,0,0
"Obviously your Gyn is not up to date on the current, recently updated ACOG recommendations on IUD insertions. They were updated earlier this year. 

Local anesthetic like lidocaine spray or a paracervical
block (shot of local anesthesia to the cervix) are now recommended for insertions. An Advil ain’t gonna cut it. And don’t let your self be shamed for having pain. It’s a painful procedure.

https://www.acog.org/news/news-releases/2025/05/acog-releases-new-recommendations-on-pain-management-for-iud-insertions-other-in-office-gynecologic-procedures",green,0.04911954328417778,0.00014523400750476867,0.001803648890927434,0.0003183702356182039,0.002411136869341135,0.0006244477117434144,0,0,0,0,0,0
"My first IUD (Mirena) was inserted after my child was born. Didn't even feel it.

Side note: I can tell you that they last for 10 years 🤣

When I went to do my second IUD it was God awful. I could not get through it. My gyno immediately stopped because being uncomfortable means that she could risk puncturing something! They sent me home with medications that puts someone into labor and a few prescription narcotics to take before during and after the procedure. Although it was a bit uncomfortable, it was so much better. Any doctor that is not doing this for their patients needs to fuckin go! There are amazing women's clinics out there and people shouldn't settle. If the vibes are off, get up thank them for their time and go elsewhere.

Edit: This was a couple years ago, so this doesn't excuse not being caught up with the most current guidance. It's about listening to your patient and actually understanding the fundamentals of gynecology and the resources available.

Edit 2: I forgot to add that people should absolutely visit a specialist for a specialty! Gynecologist, dermatologist,  podiatry etc. I love my family doctor but there ain't no way I'm letting her do an IUD. Lol",green,0.0025063108187168837,9.479866275796667e-05,0.00028425033087842166,0.00011087084567407146,0.00023357014288194478,0.00015604068175889552,0,0,0,0,0,0
"While I agree with the second edit in principle, unfortunately gynos are absolutely some of the ones doing this. You also need a provider who cares about staying up-to-date on current standards and practices!",green,0.0006523223710246384,0.00011776436440413818,0.00017199234571307898,0.00012951271492056549,0.00017776564345695078,0.00014177926641423255,0,0,0,0,0,0
"OP, include this if you report her! It’s medical malpractice to be so uninformed with such a horrific bedside manner.",green,0.05009074881672859,0.00012981166946701705,0.0015589314280077815,0.00031329007470048964,0.0014906482538208365,0.0003397176624275744,0,0,0,0,0,0
"Agreed. Have gone through a few ob/gyns, mostly due to moving. My last one retired and she was lovely. Told her about my last IUD experience and that it was so incredibly painful, I had to be monitored afterward because the doc and nurse were afraid I would pass out. They gave me nothing to manage the pain and all I took was ibuprofen as instructed. My old ob/gyn looked on in horror and said that it is absolutely ridiculous that they did not give me anything else for pain management. I have not had any kids before, so this also leads to needing more pain management as well. My retired ob/gyn was really angry for me and at the other doc for not following guidelines. And to note- these were different practices, so it’s not like she could have lectured that other doc, which I’m pretty sure she would have done. ",green,0.004700100515037775,0.00011784792877733707,0.0005804473767057061,0.00013564205437432975,0.0003680076915770769,0.00018337916117161512,0,0,0,0,0,0
"WTF is wrong with these doctors? 

Something has to be done. 

Maybe it’s time to put them on blast on these doctor rating sites. Hit them in the pocketbook for ignoring women’s pain. 

“A doctor at [Health Care Practice] did an invasive procedure without anesthesia and when I screamed in pain told me I had low pain tolerance. Zero stars. Wish I could give negative stars.”",red,0.5353378653526306,0.003510285634547472,0.28550270199775696,0.0018252948066219687,0.04070861265063286,0.0073188249953091145,1,0,0,0,0,0
"And told me to ""calm down"". JFC.",green,0.0010097941849380732,0.0001056338514899835,0.00019015751604456455,0.0001152702170656994,0.00018741049279924482,0.00014015604392625391,0,0,0,0,0,0
Because “we need” you to calm down.,green,0.0015775852371007204,0.00013005698565393686,0.00021285931870806962,0.00016130598669406027,0.00019535573665052652,0.00018959716544486582,0,0,0,0,0,0
"You're being supes annoying, could you not? I need to wrap this up and go take my lunch break which is going to be a much healthier, nicer lunch than yours since I'm a doctor in a non-emergency field and am loaded.

I can't be expected to put up with your human feebleness thx :)",red,0.8084104061126709,0.0025717485696077347,0.101593017578125,0.0012686767149716616,0.5586917996406555,0.009532555937767029,1,0,0,0,1,0
"I think if we insist on medication for it and only go to Drs who do it might help. And like opiates or put to sleep or something. Not a fucking lidocaine shot while I'm sober that shit hurts too. I got my tubes tied because I knew I didn't want them permanently and I don't like hormones but I'm still outraged about no drugs with iuds.

And if a Dr ever says it doesn't hurt id be like""yeah, and they also weren't telling women when they first tested them and it was killing people. I think you need to do more research because it's obvious there's significant data to us having nerve endings and numerous people almost pass out"".",red,0.8476858735084534,0.019269723445177078,0.8378979563713074,0.0043844133615493774,0.1505480408668518,0.007972856983542442,1,0,1,0,0,0
"Absolutely this. Women should not have to grit their teeth and endure brutal pain just because some doctor decided our experiences aren’t worth addressing. If a provider dismisses you when you clearly need pain management, that is a giant red flag and a sign to walk away fast. Thank you for speaking up about this. More of us need to demand better care and refuse to accept pain as the default",green,0.05886073783040047,0.00026641919976100326,0.0014067125739529729,0.0007326677441596985,0.0016042006900534034,0.002725227503105998,0,0,0,0,0,0
"I agree. Maybe if women all call ahead to ask what this doctor gives for pain management during IUD procedures, and cancelling appointments and changing doctors they’ll get it.

And also leave a review about why you didn’t go there.",green,0.0025654947385191917,0.00010736226249719039,0.00023106388107407838,0.00011454321793280542,0.00025205090059898794,0.0002942627761512995,0,0,0,0,0,0
"I agree with this.
We need to be able to say "" Actually no. I'm not the problem. This procedure is hurting me and you're not helping me. You are actively shaming me for being in pain. I'm leaving""",green,0.003046361729502678,9.3558628577739e-05,0.00024653776199556887,0.00014228389773052186,0.0002335100289201364,0.000168450569617562,0,0,0,0,0,0
"It's the same as any high paying career field- intelligent sociopaths gravitate toward them. They're not bothered by your pain, they're bothered by the inconvenience your pain presents.",green,0.17157308757305145,0.00020400036009959877,0.0014198661083355546,0.000393285125028342,0.015619965270161629,0.0012573302956297994,0,0,0,0,0,0
"Seriously, I’ve heard of so many women experiencing extreme pain from these things that I’m shocked Drs are surprised.  I don’t know why local pain killers aren’t applied, especially for people who haven’t had kids.",green,0.00825318694114685,0.0001179857790702954,0.0005046516307629645,0.00013584397675003856,0.00044968866859562695,0.00033476523822173476,0,0,0,0,0,0
"Good doctors aren't surprised.


My gyno has told me that I have a high pain tolerance, luck of the draw, I've had 3 IUDs inserted over the years and it feels similar to a pap smear, no clue why.


Every single time she has assumed a low pain tolerance and does more than just say take Advil ahead of time, I get a prescription for pain meds, a cervix softener, etc., and I've had 2 kids.


So even though I'm part of the lucky group that aren't as affected by it, she never assumes I'm not. I love her, she's an amazing doctor.",green,0.0013012505369260907,0.0001008343169814907,0.000234019331401214,0.00010529915016377345,0.0002091682981699705,0.0001395359868183732,0,0,0,0,0,0
"ACOG (The American College of Obstetricians & Gynecologists) released updated guidelines on this earlier this year (see below for links). Unfortunately, a lot of doctors are uninformed and/or dismissive. 

OP, I'm sorry you had to go through this. The way you were treated was barbaric, and it's appalling how often (and in how many ways) women are gaslit by medical professionals. 

[ACOG Releases New Recommendations on Pain Management for IUD Insertions, Other In-Office Gynecologic Procedures](https://www.acog.org/news/news-releases/2025/05/acog-releases-new-recommendations-on-pain-management-for-iud-insertions-other-in-office-gynecologic-procedures)


[Pain Management for In-Office Uterine and Cervical Procedures](https://www.acog.org/clinical/clinical-guidance/clinical-consensus/articles/2025/05/pain-management-for-in-office-uterine-and-cervical-procedures)",green,0.015138298273086548,0.00011685892241075635,0.0007226920570246875,0.00018950915546156466,0.0008202852914109826,0.0004518906935118139,0,0,0,0,0,0
"You do not have a low pain tolerance. She was shoving a rigid item through soft tissue, and it hurt. 

I tried to have an iud inserted and screamed as it STABBED me on the way in, it was a complete failure and I left shaken, in pain, bleeding and looking for another solution.

Ibuprofen my arse. I’d need a general anaesthetic to have one put in.",yellow,0.4386026859283447,0.0030040601268410683,0.2929612100124359,0.002747925231233239,0.038708291947841644,0.00330639211460948,0,0,0,0,0,0
I don't understand these doctors. They do like lie to patient after patient who are screaming in pain ? Do they have no shame ?,green,0.14483542740345,0.00021793243649881333,0.0009656721958890557,0.0008071832126006484,0.0032409813720732927,0.0017993253422901034,0,0,0,0,0,0
"Some people go into medicine because it sometimes pays well, and they are good at science. Psychopaths can be good at science, too, though psychopaths are more likely to specialize in Orthopaedics, according to the stats. Not every doctor is a healer, and not every person who is good at science should be a doctor. Psychopaths can be useful working in morgues, though, because the dead bodies don't bother them like it would others. So while there is a functional purpose for at least some psychopaths, they should not go into gynecology. Psychopaths suck for the most part.",green,0.07627883553504944,0.0003859027929138392,0.0031226363498717546,0.00045730831334367394,0.014183709397912025,0.0031517448369413614,0,0,0,0,0,0
"You said it perfectly. There’s a real difference between being technically skilled and actually caring about the human being on the table. When someone is literally crying and shaking in pain, the response should never be minimizing or shaming them. OP deserved empathy and proper pain management, not to be dismissed like that",green,0.001161739113740623,0.00010134231706615537,0.0001983552792808041,0.00011273725976934657,0.00019508396508172154,0.00014212835230864584,0,0,0,0,0,0
"Reminds me of when I sliced off a chunk of my thumb in the middle of the night (wanted salad) during winter.

I make it to the ER having soaked through a few paper towels, get signed in, have to wait like an hour (not mad, I know that my injury is a low priority one), and once I get into a room where a doctor can actually start doing something I'm exhausted. I'm shaking a lot and cringing and whimpering. Not in an obnoxious way, just in the ""I'm injured and you're poking at my injury"" way.

The nurse gives me a ""You need to calm down"". The Doc seemed annoyed and told her to go get something.

It's late, I'm hungry. I was anaemic before all this blood loss. My job is hell and I still have to go home and get enough sleep and go to work tomorrow working a computer with a thumb that's fucked (it's actually really hard to use mouse and keyboard without resting on your thumb). I have no health insurance and can't afford this visit.

Yeah girl, I have a lot of shit that's making me shaky right now, and I don't like gore or needles both of which are involved in this scenario, so I'm cringing and averting my gaze.

Sorry my vibe is bad.",green,0.0013751816004514694,0.00010364536137785763,0.00023897536448203027,0.00010699207632569596,0.0001943991519510746,0.00014195716357789934,0,0,0,0,0,0
"The other thing is that psychopathy does not mean that that person can't treat others respectfully and they don't have to ignore people's pain. They just do it for different reasons. They learn that being nice and acting with concern gives them their desired outcome. In this case the thought process would be, ""OP has a lower pain tolerance than expected, I need to give them more pain management to get this done easily"". Leading to a satisfied customer (using customer rather than patient intentionally) who might leave a good review or recommend my services.",green,0.0010696183890104294,0.0001076280532288365,0.0001832489506341517,0.00012648482515942305,0.00019483226060401648,0.00015341193648055196,0,0,0,0,0,0
I agree with the general sentiment but this goes for normal people wirh bad bedside manner. There's no evidence that psychopaths are more likely to specialize in Orthopedics.,green,0.025726690888404846,0.0001423859503120184,0.0007148938020691276,0.00018540066957939416,0.0027198391035199165,0.0007544699474237859,0,0,0,0,0,0
"I'm trying to remember the source I got that from. It was awhile back. I definitely read that while reading up on aspd about ten years back. If I am able to find a link, I'll add it, but accept that wherever I read it at the time could have been wrong or the understanding of it has since changed. I was able to find something regarding people scoring higher in psychopathic traits being more likely to choose surgery over other medical specialties, but did not immediately find the article referring to orthopedics. 

[https://pubmed.ncbi.nlm.nih.gov/29786022/](https://pubmed.ncbi.nlm.nih.gov/29786022/)",green,0.0005603368044830859,0.00012981018517166376,0.00019875873113051057,0.0001205544249387458,0.00017530056356918067,0.00014361781359184533,0,0,0,0,0,0
"It's not even the IUD going through the cervix that causes the worst of the pain. [This is the tool they use to grip the cervix while they do the insertion](https://mediflex.com/cdn/shop/products/91537_24715451-5f4f-44f9-b73b-aef2653f853f_1000x.jpg?v=1571682471). It's called a tenaculum. Yes, those spiky bits pierce your cervix. Yes, it fucking hurts like being stabbed, because that is literally what is happening.",green,0.0022907035890966654,0.00010040916095022112,0.0002924721920862794,0.00010997069330187514,0.0002279333129990846,0.0001584055571584031,0,0,0,0,0,0
This looks like a torture device.,green,0.08046582341194153,0.00025200765230692923,0.0022940842900425196,0.0006120276520960033,0.001779690501280129,0.0005188629729673266,0,0,0,0,0,0
"...genuinely sort of wish I didn't know/click on that. It makes sense but ahhhhhh.

I guess I at least have most of the decade to scrub it from my brain before I have to do the IUD dance again.",green,0.00396492425352335,0.00010582772665657103,0.000399987940909341,0.00010708109039114788,0.0002808052231557667,0.00016957963816821575,0,0,0,0,0,0
Think it’s different for everyone because for me the sounding device and IUD were the absolute worst,green,0.06110047176480293,0.0001406449737260118,0.0015771480975672603,0.00029261806048452854,0.002456439658999443,0.00031601692899130285,0,0,0,0,0,0
"I was offered ibuprofen during labor. I took it, immediately threw it up. Ibuprofen expectations seemed kinda high. Womens pain isnt real. You're just being hysterical /s.",yellow,0.31138238310813904,0.00025488194660283625,0.004778717644512653,0.000493038329295814,0.028855348005890846,0.001476981327868998,0,0,0,0,0,0
Ibuprofen does shit the fuck all for me.,red,0.9921145439147949,0.13488984107971191,0.9759054183959961,0.0038868002593517303,0.2861649990081787,0.003444654867053032,1,0,1,0,0,0
Same experience here. I went through all the pain and got none of the supposed benefits. And I still have to battle with doctors to be taken seriously because I have PCOS and I can’t just magically vanish away my body fat overnight.,green,0.04511396586894989,0.00027923143352381885,0.00376749481074512,0.00035280888550914824,0.0020829965360462666,0.0005909182364121079,0,0,0,0,0,0
"I was told by my gyno that women who have had children often need to under a general for that procedure. He then attempted it on me, unmedicated. I hadn't had any children yet. It was unsuccessful 

It should he crimminal for doctors to not give adequate pain management for ANY procedure performed.",green,0.0045745112001895905,0.00011272705887677148,0.0004099440120626241,0.0001414144498994574,0.00035239660064689815,0.00024822086561471224,0,0,0,0,0,0
"PUBLIC SERVICE ANNOUNCEMENT

Never ever get an IUD placed without a CERVICAL BLOCK. It will reduce the pain during the procedure immensely. I have had one placed without and one with a block. The one without was about a 7/10 pain for me, while the cervical block was a maybe 2/10. 

It is NOT APPROPRIATE for someone to be putting sticks inside your organs without even offering a local block which probably costs 3 dollars in supplies and 30 seconds to perform. Fucking insane. 

Source: Im a nurse anesthetist and Im quite familiar with how this all works. If theyre not doing a block, theyre being fucking lazy.",red,0.6780898571014404,0.00744110019877553,0.6685006618499756,0.00210371520370245,0.13804280757904053,0.0039995089173316956,1,0,1,0,0,0
"The last time I got my IUD replaced, they told me the block wouldn’t be very effective and that the shots might hurt more than the placement. I’ve heard from multiple people now who have made it clear the block helps immensely and isn’t very painful to get.",green,0.0008182344608940184,0.00010980469960486516,0.0001890127023216337,0.00011391245061531663,0.00017476966604590416,0.00013811586541123688,0,0,0,0,0,0
"What the heck. I am seriously side-eyeing my healthcare providers right now.


(Although I'd still do it again despite the pain, I DO NOT need an additional baby any time soon.)",green,0.004875426646322012,0.00010750814544735476,0.0004543241811916232,0.0001050999344442971,0.00029150815680623055,0.00015428068581968546,0,0,0,0,0,0
"I fainted when I had my last IUD inserted. It definitely hurts - you also don’t have a low pain tolerance, because I don’t. That was one of most painful experiences I’ve ever had.",green,0.08341063559055328,0.0003052039828617126,0.008857345208525658,0.0005589126376435161,0.002157748444005847,0.000387665320886299,0,0,0,0,0,0
"Im the opposite, I have a super low pain tolerance but no pain with IUD insertion (really easy time giving birth too).  It blows my fucking mind that doctors can’t understand that different people have different bodies.  Pain management should always be offered because the doctor has no idea what the patient experiences in terms of pain.  Idfc if the dr. is also a woman and has an IUD, it is different for everyone and the patient should have the right to pain management.",red,0.718335747718811,0.01022038422524929,0.7518377304077148,0.0016494453884661198,0.04922869801521301,0.0020724255591630936,1,0,1,0,0,0
"Question, did you have your IUD placed before or after you gave birth?",green,0.16792553663253784,0.00020206818589940667,0.002595761325210333,0.0006545150536112487,0.01105906255543232,0.0008761482313275337,0,0,0,0,0,0
Both! I had 2 before giving birth and one asap after giving birth.,green,0.0041133444756269455,0.00010014791041612625,0.0003756727383006364,0.00012418841652106494,0.00025553724844940007,0.00015351730689872056,0,0,0,0,0,0
My mom did too. And she's given birth three times without an epidural,green,0.047289226204156876,0.00023821464856155217,0.004002647940069437,0.0003342527779750526,0.001606822363100946,0.0003725694550666958,0,0,0,0,0,0
"Inserting my last IUD was the most painful experience of my whole life. I need to change it in two weeks and I have been terrified for it for years.


It can me excruciating, and because it's a something that only a woman has to endure, it's minimized. 


I'm sorry for you and for all of us women who have experienced this.",green,0.009939885698258877,0.00012732535833492875,0.0006595728336833417,0.00020046137797180563,0.00046614502207376063,0.0003758892707992345,0,0,0,0,0,0
"Call the office where you have your insertion scheduled and ask them about what they offer for pain management. If you’re not satisfied with their answer, cancel and go somewhere else. You already know how painful it is.",green,0.004144145175814629,9.91689958027564e-05,0.0002850699529517442,0.0001784559863153845,0.00027788494480773807,0.00018993842240888625,0,0,0,0,0,0
"They gave my sister a Xanax before hers because she was literally crying and shaking from remember the pain of her last one. The Xanax helped her a lot! 

I usually just take a few shots of whiskey and have someone drive me. 
 it helps",green,0.00749422749504447,0.00011712097330018878,0.0005932347266934812,0.00016433079144917428,0.00043098191963508725,0.00021650895359925926,0,0,0,0,0,0
"I mean even if you did have low pain tolerance that's not a personality flaw ? Shouldn't she want to work harder to make it comfortable? 

This must be the USA cause I've never heard of anything like this in Australia... When you're scared or sensitive doctors work to make it easier for you not harder.",green,0.022350408136844635,0.00010385440691607073,0.0005043898127041757,0.00025386939523741603,0.0011599477147683501,0.0003391881182324141,0,0,0,0,0,0
